MC-ID NO.,Street Name,Location,Village Name,Area,County
,Madrigal Lane,Sumter - Unit 2,Rio Grande,1,Sumter
,Magana Place,Sumter - Unit 26,Santo Domingo,2,Sumter
,Magellan Court,Sumter - Unit 210,Gilchrist,9,Sumter
,Magnolia Avenue,Lake - Unit 8,Country Club,LL,Lake
,Magrath Way,Sumter - Unit 120,Sabal Chase,6,Sumter
,Mahoney Place,VOWL - Unit 40,Newell,14,Lake
,Maiden Lane,Sumter - Unit 944 (Bokeelia Villas),Fernandina,9,Sumter
,Main Street,Spanish Springs Town Center,N/A,LL,Lake
,Maisto Place,VOSO - Unit 30,DeLuna,12,Sumter
,Makoski Place,VOSO - Unit 63 (Branham Villas),St. Catherine,13,Sumter
,Malacara Lane,Sumter - Unit 31,Alhambra,2,Sumter
,Malachite Terrace,VOF - Unit 1,Fenney,12,Sumter
,Mallard Lane,Sumter - Unit 802 (Edgewater Bungalows),Bridgeport @ Creekside Landing,6,Sumter
,Mallory Hill Drive,Sumter - Unit 115,Mallory Square,6,Sumter
SE 175TH,Malmaison Street,Marion - Unit 59,Chatham,4,Marion
,Malone Circle,VOSO - Unit 102,St. Johns,13,Sumter
,Malvern Court,VOSO - Unit 109 (Richmond Verandas South),Richmond,13,Sumter
,Mancelona Terrace,Sumter - Unit 969 (Alden Bungalows),Collier @ Alden Bungalows,10,Sumter
,Manchester Avenue,VOSO - Unit 114 (Oliver Villas),Richmond,13,Sumter
,Mandalay Avenue,Sumter - Unit 704 (Grovewood Villas),Hadley,7,Sumter
,Mandrake Street,Sumter - Unit 172,Hemingway,7,Sumter
,Mango Court,Sumter - Unit 202,Dunedin,10,Sumter
,Mangrove Lane,Sumter - Unit 821 (Mangrove Villas),Pennecamp,8,Sumter
,Manion Terrace,VOSO - Unit 740 (Cliff Villas),Monarch Grove,12,Sumter
,Manisha Lane,VOSO - Unit 99,St. Johns,13,Sumter
,Manly Place,Lake - Unit 39,Pine Hills,11,Lake
,Mann Terrace,VOSO - Unit 64 (Fussell Villas),St. Catherine,13,Sumter
,Manning Place,Sumter - Unit 36,Polo Ridge,3,Sumter
,Manor Downs,Sumter - Unit 79,Belvedere,5,Sumter
,Manserra Street,VOSO - Unit 36,Monarch Grove,12,Sumter
,Mansfield Street,Sumter - Unit 35,Polo Ridge,3,Sumter
,Mansfield Street,Sumter - Unit 36,Polo Ridge,3,Sumter
,Mansfield Street,Sumter - Unit 43,Polo Ridge,3,Sumter
,Mantanzas Loop,VOSO - Unit 94,Hawkins,13,Sumter
,Mantonya Terrace,Sumter - Unit 971 (Haciendas Of Mission Hills),Bridgeport @ Mission Hills,9,Sumter
,Manuel Circle,VOSO - Unit 82,Hawkins,13,Sumter
,Maple Hill Terrace,Sumter - Unit 973 (Atwood Bungalows),Collier at Atwood Bungalows,9,Sumter
,Maple Lane,Lake - Unit 3.1B,Silver Lake,LC,Lake
SE 168TH,Maplesong Lane,Marion - Unit 52,Woodbury,4,Marion
,Mapleton Road,Grand Traverse Plaza,N/A,SC,Sumter
,Maplewood Court,Sumter - Unit 230,Collier,10,Sumter
,Marbella Lane,Sumter - Villa Marbella,Sumter,1,Sumter
SE 170TH,Marchmont Place,Marion - Unit 56,Calumet Grove,4,Marion
,Marcia Lane,VOWL - Unit 64 (Lake Denham Verandas West),Lake Denham,14,Lake
SE 168TH,Mardell Lane,Marion - Unit 54,Briar Meadow,4,Marion
,Mareno Court,Sumter - Unit 2,Rio Grande,1,Sumter
,Margaret Place,Sumter - Unit 959 (Carrabelle Villas),Collier,10,Sumter
,Margarita Court,Sumter - Unit 13,Palo Alto,1,Sumter
,Margarita Drive,Sumter - Unit 23,Santo Domingo,2,Sumter
,Margaux Trail,Sumter - Unit 138,Hemingway,7,Sumter
,Margaux Trail,Sumter - Unit 710 (Margaux Villas),Hemingway,7,Sumter
,Maria Court,Lake - Unit 15,Del Mar,LL,Lake
,Marianna Place,Sumter - Unit 954 (Marianna Villas),Collier,10,Sumter
,Mariano Lane,Lake - Unit 22,La Reynalda,LL,Lake
,Mariel Way,Sumter - Unit 709 (Mariel Villas),Hemingway,7,Sumter
,Marietta Lane,Sumter - Unit 609 (Villa Valdosta),Belle Aire,3,Sumter
,Marigold Drive,Lake - Unit 8,Country Club,LL,Lake
,Marigold Lane,Sumter - Unit 147,Duval,7,Sumter
,Marilee Place,Ezell Recreation Center,N/A,13,Sumter
,Marion Court,Sumter - Unit 97,Liberty Park,5,Sumter
,Mariposa Way,Villages Of Sumter Throughway,N/A,SC,Sumter
,Marja Street,VOSO - Unit 729 (Marja Villas),Marsh Bend,12,Sumter
,Mark Drive,Lake - Unit 6,Silver Lake,LL,Lake
,Markridge Loop,Sumter - Unit 158,Pennecamp,8,Sumter
,Markward Drive,Lake - Unit 35,Pine Ridge,11,Lake
,Markward Drive,Lake - Unit 36,Pine Ridge,11,Lake
,Marlatt Court,VOSO - Unit 740 (Cliff Villas),Monarch Grove,12,Sumter
,Marlboro Street,Sumter - Unit 97,Liberty Park,5,Sumter
,Marlene Place,VOSO - Unit 46,Bradford,13,Sumter
,Marlin Place,Sumter - Unit 804 (Amberjack Villas),Pennecamp,8,Sumter
,Marnie Terrace,VOSO - Unit 72 (Citrus Grove Veradas),Citrus Grove,13,Sumter
,Marquez Loop,Sumter - Unit 698 (Villa La Paloma),Palo Alto,1,Sumter
,Marrot Terrace,VOF - Unit 628 (Sugarberry Villas),Hammock at Fenney,12,Sumter
,Marsh Bend Trail,Village of Southern Oaks Throughway,N/A,N/A,Sumter
,Marsh Bend Trail,Villages of Southern Oaks Throughway,N/A,SC,Sumter
,Marsh Bend Trail,Villages of Southern Oaks Throughway,N/A,SC,Sumter
,Marsh Court,VOF - Unit 624 (Sweetgum Villas),Fenney,12,Sumter
,Marshall Place,Sumter - Unit 130,Amelia,6,Sumter
,Marston Way,Sumter - Unit 79,Belvedere,5,Sumter
SE 166TH,Martin Lane,Marion - Unit 229 (Birchbrook Villas),Briar Meadow,4,Marion
,Martinez Drive,Sumter - Unit 2,Rio Grande,1,Sumter
,Martinez Drive,Sumter - Unit 691 (Villa De Laguna West),Rio Grande,1,Sumter
,Marusek Avenue,VOSO - Unit 48,St. Catherine,13,Sumter
,Marvelwood Loop,VOWL - Unit 81,Dabney,14,Lake
,Mary Loop,VOWL - Unit 53 (Newell Cottage Villas),Newell,14,Lake
,Marybeth Lane,VOSO - Unit 85 (Carley Villas),Hawkins,13,Sumter
,Mason Place,VOWL - Unit 43 (Mason Villas),Newell,14,Lake
,Mathern Avenue,VOSO - Unit 47,Bradford,13,Sumter
,Mathews Lane,Sumter - Unit 654 (Mount Vernon Villas),Liberty Park,5,Sumter
,Matisse Avenue,Sumter - Unit 132,Hadley,7,Sumter
,Matthew Avenue,Lake - Unit 6,Silver Lake,LL,Lake
,Mattson Loop,VOSO - Unit 59,Citrus Grove,13,Sumter
,Mauldin Place,Sumter - Unit 112,Caroline,6,Sumter
,Maury Court,VOSO - Unit 111 (Richmond Verandas North),Richmond,13,Sumter
,Maverick Way,Sumter - Unit 133,Hadley,7,Sumter
,Maxwell Terrace,VOSO - Unit 113 (Maxwell Villas),Richmond,13,Sumter
,Maybank Loop,Sumter - Unit 110,Caroline,6,Sumter
,Mayberry Court,Sumter - Unit 196,Charlotte,9,Sumter
,Mayesville Way,Sumter - Unit 113,Caroline,6,Sumter
SE 167TH,Mayfield Place,Marion - Unit 231 (Mayfield Villas),Briar Meadow,4,Marion
,Mayflower Loop,Sumter - Unit 196,Charlotte,9,Sumter
,Mayhurst Lane,Sumter - Unit 75,Bonnybrook,5,Sumter
,Maymont Court,VOSO - Unit 105,Richmond,13,Sumter
,Maynard Path,VOSO - Unit 47,Bradford,13,Sumter
,Mayo Court,Sumter - Unit 107,Virginia Trace,6,Sumter
,Mayo Drive,Colony Plaza,N/A,SC,Sumter
,Maywood Court,Sumter - Unit 33,Glenbrook,3,Sumter
,Maywood Way,Sumter - Unit 242 (Hialeah Villas),Belvedere,5,Sumter
,Mazzio Lane,VOSO - Unit 737 (Glenda Villas),Monarch Grove,12,Sumter
SE 171ST,Mcalpin Street,Marion - Unit 56,Calumet Grove,4,Marion
,Mcbee Avenue,Sumter - Unit 668 (Elizabeth Villas),Caroline,6,Sumter
,Mccabe Street,Lake - Unit 32,Pine Hills,11,Lake
,Mccabe Street,Lake - Unit 33,Pine Hills,11,Lake
,Mcclellanville Terrace,Sumter - Unit 145,Duval,7,Sumter
,McCloy Avenue,VOSO - Unit 109 (Richmond Verandas South),Richmond,13,Sumter
,Mccoll Court,Sumter - Unit 674 (Janeann Villas),Mallory Square,6,Sumter
,Mcconnells Avenue,Sumter - Unit 673 (Newport Villas),Largo,6,Sumter
,Mccook Street,VOF - Unit 10,Fenney,12,Sumter
,Mccook Street,VOF - Unit 8,Fenney,12,Sumter
,Mccormick Lane,Sumter - Unit 101,Tall Trees,6,Sumter
,McCranie Terrace,VOSO - Unit 75,Cason Hammock,13,Sumter
,Mccray Avenue,VOSO - Unit 720 (Haven Villas),McClure,12,Sumter
,Mccullough Lane,VOSO - Unit 67 (Kayla Villas),Citrus Grove,13,Sumter
,Mcdaniel Place,Lake - Unit 31,Pine Hills,11,Lake
,Mcdonald Court,VOSO - Unit 735 (Blake Villas),Monarch Grove,12,Sumter
,Mcdonough Place,Lake - Unit 39,Pine Hills,11,Lake
,Mcdowell Drive,Sumter - Unit 191,Osceola Hills,10,Sumter
,Mcdowell Drive,Sumter - Unit 192,Osceola Hills,10,Sumter
,Mcdowell Drive,Sumter - Unit 194,Osceola Hills,10,Sumter
,Mcduffie Court,Sumter - Unit 141,Bonita,7,Sumter
,Mceldowney Place,VOSO - Unit 37,Monarch Grove,12,Sumter
,Mcguire Road,Lake - Unit 28,Pine Ridge,11,Lake
,McKay Avenue,VOSO - Unit 45,Chitty Chatty,13,Sumter
,McKnight Loop,VOWL - Unit 49,Newell,14,Lake
,McKown Lane,VOSO - Unit 76 (Cason Villas),Cason Hammock,13,Sumter
,Mclain Street,VOSO - Unit 91 (Emma Villas),Hawkins,13,Sumter
,Mclaughlin Terrace,VOSO - Unit 45,Chitty Chatty,13,Sumter
SE 79TH,Mclawren Terrace,Marion - Unit 56,Calumet Grove,4,Marion
,Mcleod Lane,Sumter - Unit 117,Mallory Square,6,Sumter
,Mclin Lane,Sumter - Unit 222,Collier,10,Sumter
,Mclin Lane,Sumter - Unit 223,Collier,10,Sumter
,Mclin Lane,Sumter - Unit 232,Collier,10,Sumter
,McLucas Lane,VOWL - Unit 60,Lake Denham,14,Lake
,McMurtrie Loop,VOSO - Unit 210,Moultrie Creek,15,Sumter
,McMurtrie Loop,VOSO - Unit 215,Moultrie Creek,15,Sumter
,McMurtrie Loop,VOSO - Unit 217,Moultrie Creek,15,Sumter
,Mcnair Terrace,Sumter - Unit 125,Caroline,6,Sumter
,McNeill Drive,Villages of Southern Oaks Throughway,N/A,SC,Sumter
,Mcsweeney Avenue,Sumter - Unit 141,Bonita,7,Sumter
,McTuveous Court,VOWL - Unit 47,Newell,14,Lake
,Mead Place,VOSO - Unit 84,Hawkins,13,Sumter
,Meadow Lawn Lane,Sumter - Unit 634 (Cottages At Summerchase),Belle Aire,3,Sumter
,Meadowlark Avenue,Sumter - Unit 820 (Kingfisher Villas),Pennecamp,8,Sumter
,Means Lane,Sumter - Unit 100,Poinciana,5,Sumter
,Medford Place,Sumter - Unit 130,Amelia,6,Sumter
,Medina Avenue,Sumter - Unit 694 (Villa San Miguel),De La Vista,1,Sumter
,Medira Drive,Lake - Unit 82 (Hacienda Villas),Del Mar,LL,Lake
,Megan Circle,Lake - Unit 5,Silver Lake,LL,Lake
,Meggett Way,Sumter - Unit 664 (Kaylee Villa),Caroline,6,Sumter
,Meggison Road,Villages of West Lake Thoroughway,N/A,14,Lake
,Meggison Road,Brownwood,N/A,SC,Sumter
,Meggison Road,Village Of Southern Oaks Throughway,N/A,SC,Sumter
,Meggison Road,Villages of Southern Oaks Throughway,N/A,SC,Sumter
,Melbourne Lane,Sumter - Unit 222,Collier,10,Sumter
,Melbourne Lane,Sumter - Unit 963 (Melbourne Villas),Collier,10,Sumter
,Melendez Way,Sumter - Unit 14,De La Vista,1,Sumter
,Melissa Lane,VOSO - Unit 135 (Grady Villas),DeLuna,13,Sumter
,Melle Place,VOSO - Unit 130 (Haley Villas),DeLuna,13,Sumter
SE 83RD,Melody Avenue,Marion - Unit 45,Piedmont,4,Marion
SE 87TH,Melrose Court,Marion - Unit 44,Piedmont,4,Marion
,Melrose Court,Sumter - Unit 74,Bonnybrook,5,Sumter
,Melville Loop,Sumter - Unit 34,Polo Ridge,3,Sumter
,Melvin Drive,VOSO - Unit 94,Hawkins,13,Sumter
,Memory Avenue,Sumter - Unit 204,Dunedin,10,Sumter
,Mendoza Blvd.,Lake - Unit 82 (Hacienda Villas),Del Mar,LL,Lake
,Mercadante Avenue,VOSO - Unit 207,Moultrie Creek,15,Sumter
,Mercer Way,Sumter - Unit 127,Amelia,6,Sumter
,Merhottein Loop,VOSO - Unit 71,Citrus Grove,13,Sumter
,Merida Circle,Sumter - Unit 27,Santiago,2,Sumter
,Merideth Terrace,VOWL - Unit 49,Newell,14,Lake
,Merrill Lane,VOWL - Unit 45 (Gunner Villas),Newell,14,Lake
,Merrit Lane,VOF - Unit 625 (Mockingbird Villas),Fenney,12,Sumter
,Merry Road,Sumter - Unit 216,Hillsborough,10,Sumter
,Merryweather Way,Sumter - Unit 173,Bridgeport @ Creekside Landing,8,Sumter
,Merryweather Way,Sumter - Unit 828 (The Cabanas @ Creekside Landing),Bridgeport @ Creekside Landing,8,Sumter
,Mesker Place,VOWL - Unit 48,Newell,14,Lake
,Messina Path,VOSO - Unit 32,DeLuna,12,Sumter
,Methvin Street,VOSO - Unit 735 (Blake Villas),Monarch Grove,12,Sumter
,Mi Tierra Way,Sumter - Unit 696 (Villa Tierra Grande),Palo Alto,1,Sumter
,Mickel Terrace,VOWL - Unit 60,Lake Denham,14,Lake
,Mickylee Run,VOWL - Unit 55 (Newell Verandas South),Newell,14,Lake
,Midland Terrace,Sumter - Unit 172,Hemingway,7,Sumter
,Midnight Pass Court,Sumter - Unit 148,St. Charles,8,Sumter
,Midora Terrace,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
,Mila Loop,VOSO - Unit 134 (Mila Villas),DeLuna,13,Sumter
,Milagros Court,VOSO - Unit 70 (Alyssa Villas),Citrus Grove,13,Sumter
SE 89TH,Milford Avenue,Marion - Unit 46,Springdale,4,Marion
,Milkweed Road,VOF - Unit 1,Fenney,12,Sumter
,Milkweed Road,VOF - Unit 2,Fenney,12,Sumter
,Miller Place,VOSO - Unit 721 (Laine Villas),McClure,12,Sumter
,Miller Stachler Street,VOSO - Unit 131,DeLuna,13,Sumter
,Millhorn Loop,Lake - Unit 30,Pine Hills,11,Lake
,Millican Avenue,VOF - Unit 629 (Redbud Villas),Hammock at Fenney,12,Sumter
,Millsap Avenue,VOF - Unit 627 (Swallowtail Villas),Hammock at Fenney,12,Sumter
,Millwood Way,Sumter - Unit 70,Winifred,5,Sumter
,Milow Place,VOSO - Unit 742 (Ellie Villas),Chitty Chatty,13,Sumter
,Mincey Loop,VOSO - Unit 51,St. Catherine,13,Sumter
,Mincey Loop,VOSO - Unit 52,St. Catherine,13,Sumter
,Minchew Circle,VOWL - Unit 56,Lake Denham,14,Lake
,Mindy Place,VOSO - Unit 61 (Gracie Villas),Bradford,13,Sumter
,Minnehan Terrace,VOSO - Unit 44,Chitty Chatty,13,Sumter
,Miona Shores Drive,Sumter - Unit 171,Bridgeport @ Miona Shores,6,Sumter
,Mir Place,VOSO - Unit 87,Hawkins,13,Sumter
,Mira Mar Avenue,Town Center,Hacienda,LL,Lake
,Miragalia Lane,VOSO - Unit 138 (Bamboo Villas),Hammock at Fenney,13,Sumter
,Miranda Way,Sumter - Unit 2,Rio Grande,1,Sumter
,Mission Hills Trail,Sumter - Unit 971 (Haciendas Of Mission Hills),Bridgeport @ Mission Hills,9,Sumter
,Mistletoe Court,Sumter - Unit 186,Labelle,10,Sumter
SE 167TH,Mistwood Lane,Marion - Unit 65,Calumet Grove,4,Marion
,Misty Court,Sumter - Unit 172,Hemingway,7,Sumter
,Mitchell Place,VOSO - Unit 727 (Lee Villas),Marsh Bend,12,Sumter
,Mitchella Lane,VOSO - Unit 139,Hammock at Fenney,13,Sumter
SE 168TH,Mitzi Street,Marion - Unit 233 (Soulliere Villas),Chatham at Soulliere,4,Marion
,Mizell Avenue,VOSO - Unit 89 (Elise Villas),Hawkins,13,Sumter
,Mockingbird Lane,Sumter - Unit 208,Fernandina,9,Sumter
,Modesto Road,Sumter - Unit 4,Rio Ponderosa,1,Sumter
,Modoc Lane,Sumter - Unit 114,Caroline,6,Sumter
,Monarch Mill Lane,Sumter - Unit 142,Duval,7,Sumter
,Moncada Lane,Sumter - Unit 971 (Haciendas Of Mission Hills),Bridgeport @ Mission Hills,9,Sumter
,Moncayo Avenue,Sumter - Unit 603 (Villa Del Canto),Alhambra,2,Sumter
,Moncks Corner,Sumter - Unit 126,Mallory Square,6,Sumter
,Monetta Lane,Sumter - Unit 116,Mallory Square,6,Sumter
,Monica Street,VOSO - Unit 126,DeLuna,13,Sumter
,Monroe Terrace,Sumter - Unit 137,Hemingway,7,Sumter
,Montbrook Place,Sumter - Unit 155,Tamarind Grove,8,Sumter
,Montbrook Place,Sumter - Unit 822 (Montbrook Villas),Tamarind Grove,8,Sumter
,Montclair Lane,Sumter - Unit 153,St. James,8,Sumter
,Montego Terrace,Sumter - Unit 808 (Biscayne Villas),Tamarind Grove,8,Sumter
,Monterey Lane,Lake - Unit 18,Mira Mesa,LL,Lake
,Montez Loop,Sumter - Unit 604 (Villa Santo Domingo),Santo Domingo,2,Sumter
,Montoya Drive,Sumter - Unit 687 (Patio Villas),Rio Ponderosa,1,Sumter
,Montrose Court,Sumter - Unit 653 (Eagle Ridge Villas),Liberty Park,5,Sumter
,Monument Way,VOSO - Unit 112,Richmond,13,Sumter
,Monument Way,VOSO - Unit 113 (Maxwell Villas),Richmond,13,Sumter
,Moon Flower Place,VOF - Unit 615 (Longleaf Villas),Fenney,12,Sumter
,Moore Terrace,Sumter - Unit 108,Virginia Trace,6,Sumter
,Morelos Road,Sumter - Unit 695 (Villa De La Vista West),De La Vista,1,Sumter
,Moreno Place,Sumter - Unit 695 (Villa De La Vista West),De La Vista,1,Sumter
,Morgan Street,VOWL - Unit 70 (Morgan Villas),Lake Denham,14,Lake
,Morley Avenue,VOWL - Unit 74,Dabney,14,Lake
,Morning Dove Lane,Sumter - Unit 159,Tamarind Grove,8,Sumter
,Morning Glory Terrace,VOF - Unit 4,Fenney,12,Sumter
,Morrison Place,VOSO - Unit 58,Citrus Grove,13,Sumter
,Morse Boulevard,Sumter - Unit 1,Rio Grande,1,Sumter
,Morse Boulevard,Sumter - Unit 2,Rio Grande,1,Sumter
,Morse Boulevard,Villages of Southern Oaks Throughway,N/A,SC,Sumter
,Morse Boulevard,Villages Of Sumter Throughway,N/A,SC,Sumter
,Morton Lane,Sumter - Unit 105,Bridgeport @ Lake Sumter,6,Sumter
,Morven Park Way,Sumter - Unit 76,Belvedere,5,Sumter
,Morven Park Way,Sumter - Unit 80,Belvedere,5,Sumter
,Mosby Terrace,Sumter - Unit 708 (Seneca Villas),Hemingway,7,Sumter
,Moses Loop,Sumter - Unit 108,Virginia Trace,6,Sumter
SE 87TH,Moss Creek Avenue,Marion - Mulberry Grove,N/A,MC,Marion
,Mossy Oak Drive,Sumter - Unit 821 (Mangrove Villas),Pennecamp,8,Sumter
,Mott Street,VOWL - Unit 54 (Sadie Villas),Newell,14,Lake
,Motz Terrace,VOF - Unit 622 (Magnolia Villas),Desoto,12,Sumter
,Moultrie Way,Sumter - Unit 609 (Villa Valdosta),Belle Aire,3,Sumter
,Mount Carmel Terrace,Sumter - Unit 678 (Madison Villas),Mallory Square,6,Sumter
,Mount Croghan Trail,Sumter - Unit 126,Mallory Square,6,Sumter
,Mount Pleasant Terrace,Sumter - Unit 656 (Mount Pleasant Villas),Poinciana,5,Sumter
,Mount Vernon Way,Sumter - Unit 654 (Mount Vernon Villas),Liberty Park,5,Sumter
,Mount Vernon Way,Sumter - Unit 96,Liberty Park,5,Sumter
,Mountville Court,Sumter - Unit 119,Sabal Chase,6,Sumter
,Mouttrie Terrace,Sumter - Unit 671 (Carlton Villas),Sabal Chase,6,Sumter
,Moyer Loop,Villages Of Sumter Throughway,N/A,10,Sumter
,Moyer Loop,Villages Of Fruitland Park Throughway,N/A,11,Lake
SE 178TH,Muirfield Place,Marion - Unit 44,Piedmont,4,Marion
,Muirwood Place,Sumter - Unit 826 (Southwood Villas),Tamarind Grove,8,Sumter
SE 165TH,Mulberry Lane,Marion - Mulberry Grove,N/A,MC,Marion
,Mulligan Run,VOSO - Unit 71,Citrus Grove,13,Sumter
,Mulligan Run,VOSO - Unit 74,Citrus Grove,13,Sumter
,Mullins Path,Sumter - Unit 115,Mallory Square,6,Sumter
,Mundelein Place,Sumter - Unit 38,Glenbrook,3,Sumter
,Munford Terrace,VOSO - Unit 114 (Oliver Villas),Richmond,13,Sumter
,Murphy's Estate Drive,Sumter - Unit 126,Mallory Square,6,Sumter
,Murray Circle,Lake - Unit 89 (Oak Meadows),Oak Meadows,LL,Lake
,Murrells Inlet Loop,Sumter - Unit 145,Duval,7,Sumter
,Mustart Court,VOSO - Unit 63 (Branham Villas),St. Catherine,13,Sumter
,Myers Terrace,VOSO - Unit 84,Hawkins,13,Sumter
,Myrtle Beach Drive,Lake - Unit 9,Country Club,LL,Lake
,Mystic Way,Sumter - Unit 168,Pennecamp,8,Sumter
,Nackman Place,Sumter - Unit 811 (Cottonwood Villas),Tamarind Grove,8,Sumter
,Nadira Court,VOSO - Unit 134 (Mila Villas),DeLuna,13,Sumter
,Naman Court,VOWL - Unit 63,Lake Denham,14,Lake
,Nance Run,Sumter - Unit 219,Hillsborough,10,Sumter
,Nancy Drive,VOSO - Unit 50,St. Catherine,13,Sumter
,Nantuket Terrace,Sumter - Unit 955 (Perry Villas),Collier,10,Sumter
,Napa Lane,Sumter - Unit 230,Collier,10,Sumter
,Napier Court,Sumter - Unit 68,Summerhill,3,Sumter
,Naples Place,Sumter - Unit 41,Belle Aire,3,Sumter
,Naragansett Court,Sumter - Unit 191,Osceola Hills,10,Sumter
,Nash Loop,Sumter - Unit 138,Hemingway,7,Sumter
,Natalie Lane,Sumter - Unit 675 (Natalie Villas),Mallory Square,6,Sumter
,Natalino Road,VOSO - Unit 39,Monarch Grove,12,Sumter
SE 89TH,Natchez Avenue,Marion - Unit 44,Piedmont,4,Marion
,Nation Court,Sumter - Unit 201,Dunedin,10,Sumter
,Nature Lane,Sumter - Unit 202,Dunedin,10,Sumter
,Nautilus Lane,Sumter - Unit 825 (Southern Star Villas),Tamarind Grove,8,Sumter
,Navarro Court,Sumter - Unit 2,Rio Grande,1,Sumter
,Navidad Street,Sumter - Unit 601 (Villa De Leon),Alhambra,2,Sumter
,Navin Street,Sumter - Unit 176,Sanibel,9,Sumter
,Navy Hill Circle,VOSO - Unit 112,Richmond,13,Sumter
,Navy Hill Circle,VOSO - Unit 114 (Oliver Villas),Richmond,13,Sumter
,Neaptide Path,Sumter - Unit 232,Collier,10,Sumter
,Nectar Road,Sumter - Unit 218,Lake Deaton,10,Sumter
,Needlewood Lane,Sumter - Unit 809 (Boxwood Villas),Pennecamp,8,Sumter
,Neeses Lane,Sumter - Unit 113,Caroline,6,Sumter
,Nehaul Terrace,Sumter - Unit 716 (Keystone Villas),Hadley,7,Sumter
,Neighborly Way,Sumter - Unit 234,Lake Deaton,10,Sumter
,Neilson Court,VOSO - Unit 718 (Keller Villas),McClure,12,Sumter
,Neira Lane,Sumter - Unit 32 (Harmeswood of Belle Aire),Belle Aire,2,Sumter
,Nell Way,Lake - Unit 2,Orange Blossom Gardens,LC,Lake
,Nellie Road,VOF - Unit 619 (Lantana Villas),Desoto,12,Sumter
,Nelson Terrace,Sumter - Unit 92,Sunset Pointe,5,Sumter
,Neptune Drive,Sumter - Unit 151,St. James,8,Sumter
,Nestlebranch Avenue,Sumter - Unit 182,Charlotte,9,Sumter
SE 74TH,Netherclift Terrace,Marion - Unit 61,Chatham,4,Marion
,Netherwood Place,Sumter - Unit 180,Charlotte,9,Sumter
,Netherwood Place,Sumter - Unit 945 (Devon Villas),Charlotte,9,Sumter
,Neuport Path,Sumter - Unit 203,Dunedin,10,Sumter
,New Ellenton Loop,Sumter - Unit 139,Hemingway,7,Sumter
,New Haven Lane,Sumter - Unit 964 (New Haven Villas),Hillsborough,10,Sumter
,New Hope Place,Sumter - Unit 69,Summerhill,3,Sumter
,New Moon Avenue,Sumter - Unit 220,Hillsborough,10,Sumter
,New Moon Avenue,Sumter - Unit 221,Hillsborough,10,Sumter
,New Pine Road,Pinellas Plaza,N/A,SC,Sumter
SE 81ST,Newberry Court,Marion - Unit 221 (Villas Of Bromley),Chatham,4,Marion
,Newbridge Place,Sumter - Unit 196,Charlotte,9,Sumter
,Newburn Lane,Sumter - Unit 160,Tamarind Grove,8,Sumter
,Newcastle Avenue,Sumter - Unit 952 (Placida Villas),Fernandina,9,Sumter
,Newell Loop,VOWL - Unit 51,Newell,14,Lake
SE 168TH,Newington Street,Marion - Unit 51,Woodbury,4,Marion
SE 90TH,Newport Avenue,Marion - Unit 46,Springdale,4,Marion
,Niblick Court,Sumter - Unit 206,Fernandina,9,Sumter
,Nichols Lane,Brownwood,N/A,SC,Sumter
,Nichols Terrace,Sumter - Unit 107,Virginia Trace,6,Sumter
,Nicksic Court,VOSO - Unit 48,St. Catherine,13,Sumter
,Nicole Terrace,VOWL - Unit 52,Newell,14,Lake
,Nielsen Place,VOSO - Unit 72 (Citrus Grove Veradas),Citrus Grove,13,Sumter
,Nighthawk Terrace,Sumter - Unit 225,Pinellas,9,Sumter
,Niles Court,Sumter - Unit 37,Glenbrook,3,Sumter
,Nisbet Loop,VOSO - Unit 125,DeLuna,13,Sumter
,Noah Place,VOSO - Unit 128 (Noah Villas),DeLuna,13,Sumter
,Noble Way,Sumter - Unit 105,Bridgeport @ Lake Sumter,6,Sumter
,Nobleton Lane,Sumter - Unit 170,Buttonwood,8,Sumter
,Nomad Terrace,Sumter - Unit 201,Dunedin,10,Sumter
,Norcoose Road,Sumter - Unit 223,Collier,10,Sumter
,Nordic Lane,Sumter - Unit 220,Hillsborough,10,Sumter
,Noreen Court,VOSO - Unit 100 (Elin Villas),St. Johns,13,Sumter
,Norfolk Avenue,Sumter - Unit 40,Belle Aire,3,Sumter
,Noriega Drive,Sumter - Unit 29,Santiago,2,Sumter
,Norland Avenue,Sumter - Unit 176,Sanibel,9,Sumter
,Norris Way,Sumter - Unit 114,Caroline,6,Sumter
,Northam Terrace,Sumter - Unit 80,Belvedere,5,Sumter
,Northbrook Place,Sumter - Unit 37,Glenbrook,3,Sumter
,Northfield Lane,Sumter - Unit 77,Belvedere,5,Sumter
SE 77TH,Northridge Court,Marion - Unit 65,Calumet Grove,4,Marion
,Northwood Place,Sumter - Unit 234,Lake Deaton,10,Sumter
,Norwood Street,Sumter - Unit 211,Gilchrist,9,Sumter
,Nostalgia Terrace,Sumter - Unit 190 (Osceola Hills @ Lake Deaton),Osceola Hills @ Soaring Eagle Preserve,10,Sumter
,Notch Avenue,Sumter - Unit 133,Hadley,7,Sumter
,Nottingham Loop,Sumter - Unit 189,Osceola Hills @ Soaring Eagle Preserve,10,Sumter
,Nueva Place,Sumter - Unit 7,Hacienda,1,Sumter
,Nuevo Leon Lane,Sumter - Unit 692 (Villa San Antonio),De La Vista,1,Sumter
,Nugget Place,Sumter - Unit 203,Dunedin,10,Sumter
